epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,901.268,0.6559,1.35287,1.1154,1.10424,0.65451,0.70181,0.72215,0.64662,0.65757,0.70054,0.72383,0.64847,0.53701,0.9712,0.86547,1.0478,0.00725,0.00725,0.00725
12,978.017,0.64387,1.34397,1.09382,1.09643,0.70664,0.7025,0.73044,0.66099,0.70648,0.70421,0.73154,0.6563,0.52713,0.9381,0.82227,1.03449,0.006975,0.006975,0.006975
13,1052.66,0.63757,1.32488,1.08429,1.09135,0.69779,0.71685,0.74146,0.66674,0.69937,0.71858,0.74281,0.66759,0.52288,0.90389,0.81065,1.0311,0.0067,0.0067,0.0067
14,1125.05,0.62093,1.26093,1.05368,1.07752,0.69985,0.72126,0.75138,0.67812,0.70146,0.72271,0.75268,0.67602,0.50939,0.89592,0.7862,1.0191,0.006425,0.006425,0.006425
15,1201.27,0.62035,1.28973,1.04842,1.07521,0.71956,0.70625,0.75303,0.67802,0.72074,0.70798,0.75512,0.67834,0.50126,0.8828,0.79023,1.01708,0.00615,0.00615,0.00615
16,1274.41,0.60871,1.25095,1.03776,1.0668,0.7233,0.71973,0.75993,0.691,0.7243,0.72038,0.76115,0.68962,0.49212,0.84946,0.76517,1.00888,0.005875,0.005875,0.005875
17,1347.74,0.6043,1.2438,1.02681,1.06316,0.7103,0.72845,0.75978,0.69346,0.71131,0.72918,0.76103,0.68875,0.48485,0.85665,0.76152,1.00189,0.0056,0.0056,0.0056
18,1420.89,0.59314,1.20522,1.01158,1.0572,0.73105,0.72636,0.7672,0.6973,0.73476,0.72692,0.76953,0.69702,0.48293,0.83607,0.73713,0.99551,0.005325,0.005325,0.005325
19,1495.4,0.59188,1.21528,1.00399,1.05346,0.70888,0.73285,0.75945,0.69397,0.71147,0.73373,0.76106,0.68972,0.48141,0.83374,0.74485,0.99922,0.00505,0.00505,0.00505
20,1571.25,0.58672,1.21163,0.99497,1.04932,0.71239,0.74053,0.76581,0.6977,0.71251,0.74446,0.76704,0.69353,0.47631,0.81445,0.7294,0.98912,0.004775,0.004775,0.004775
21,1647.07,0.58603,1.21719,0.99605,1.04642,0.70931,0.74033,0.76033,0.69645,0.7106,0.7416,0.76135,0.6944,0.47231,0.80759,0.73657,0.98717,0.0045,0.0045,0.0045
22,1720.43,0.57213,1.16589,0.97412,1.03828,0.70326,0.75961,0.77185,0.70729,0.70412,0.76046,0.77328,0.70182,0.46363,0.79359,0.71285,0.98307,0.004225,0.004225,0.004225
23,1794.48,0.56804,1.15874,0.96682,1.03375,0.74075,0.72206,0.77461,0.70999,0.74187,0.72301,0.77561,0.70471,0.46206,0.79218,0.71345,0.9791,0.00395,0.00395,0.00395
24,1868.04,0.56691,1.16433,0.96501,1.03173,0.74176,0.74631,0.78395,0.7187,0.74246,0.74686,0.78459,0.71535,0.46183,0.78185,0.7053,0.97894,0.003675,0.003675,0.003675
25,1941.9,0.55871,1.14393,0.95517,1.02693,0.73814,0.75582,0.78823,0.72339,0.73843,0.75503,0.78921,0.71687,0.45822,0.77493,0.68451,0.9801,0.0034,0.0034,0.0034
26,2016.89,0.55734,1.1405,0.94372,1.02437,0.74141,0.74719,0.78829,0.72374,0.74196,0.74918,0.78946,0.72001,0.45154,0.76808,0.68544,0.97047,0.003125,0.003125,0.003125
27,2082.62,0.47439,0.78469,0.79396,0.97216,0.74165,0.75578,0.79501,0.72775,0.74211,0.75698,0.79587,0.728,0.46041,0.75621,0.67825,0.96937,0.00285,0.00285,0.00285
28,2144.27,0.45863,0.75738,0.76334,0.96589,0.75616,0.75763,0.79969,0.7322,0.75666,0.75881,0.80044,0.72596,0.44882,0.74708,0.66172,0.96657,0.002575,0.002575,0.002575
29,2206.91,0.45463,0.74681,0.74864,0.95958,0.76417,0.75361,0.79881,0.73802,0.76675,0.75321,0.80018,0.73528,0.44234,0.73317,0.66538,0.96058,0.0023,0.0023,0.0023
30,2269.97,0.44496,0.72819,0.73768,0.95385,0.76387,0.75621,0.80054,0.7397,0.76464,0.75789,0.80252,0.73433,0.43841,0.72838,0.65269,0.95882,0.002025,0.002025,0.002025
31,2332.17,0.44203,0.72118,0.72751,0.95262,0.75263,0.76445,0.80342,0.74514,0.75378,0.76555,0.80472,0.73803,0.43293,0.72572,0.6427,0.95294,0.00175,0.00175,0.00175
32,2395.1,0.43484,0.71135,0.71234,0.94555,0.76434,0.77751,0.8152,0.75304,0.76608,0.77813,0.81623,0.74508,0.42939,0.71419,0.6217,0.95115,0.001475,0.001475,0.001475
33,2457.81,0.42989,0.70203,0.70512,0.94365,0.76105,0.76422,0.81298,0.75173,0.76136,0.7662,0.81442,0.74772,0.4282,0.70926,0.62396,0.95206,0.0012,0.0012,0.0012
34,2519.63,0.42453,0.69324,0.691,0.93814,0.77559,0.76755,0.81981,0.75936,0.7769,0.76748,0.8207,0.75195,0.42713,0.70558,0.61471,0.95096,0.000925,0.000925,0.000925
35,2581.83,0.42084,0.69203,0.68317,0.93746,0.7779,0.76877,0.82021,0.7606,0.77818,0.76983,0.82085,0.75312,0.422,0.70146,0.60606,0.94471,0.00065,0.00065,0.00065
36,2643.56,0.41762,0.6826,0.67659,0.93321,0.76831,0.78513,0.82319,0.76456,0.76846,0.78523,0.82363,0.75615,0.42001,0.69651,0.6002,0.94449,0.000375,0.000375,0.000375
