epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1954.5,0.57807,1.73849,0.98947,1.02707,0.72088,0.74453,0.77201,0.7089,0.72136,0.74491,0.77272,0.70446,0.47283,1.24142,0.71031,0.98443,0.004225,0.004225,0.004225
23,2037.49,0.57383,1.73184,0.98022,1.0234,0.73141,0.7384,0.77494,0.71076,0.73246,0.7395,0.77611,0.7072,0.46505,1.21898,0.71561,0.9776,0.00395,0.00395,0.00395
24,2115.89,0.57165,1.74117,0.97838,1.02257,0.73167,0.75224,0.78172,0.71911,0.73175,0.75485,0.78288,0.71808,0.46105,1.19931,0.70696,0.96752,0.003675,0.003675,0.003675
25,2196.96,0.56352,1.71461,0.96752,1.01583,0.7426,0.74997,0.78429,0.71984,0.74286,0.75154,0.78527,0.71662,0.46005,1.19948,0.68626,0.97164,0.0034,0.0034,0.0034
26,2274.39,0.56281,1.71215,0.95775,1.01414,0.7406,0.74374,0.78392,0.72005,0.74112,0.74558,0.78532,0.71799,0.45788,1.18416,0.69664,0.96658,0.003125,0.003125,0.003125
27,2343.26,0.47621,1.22159,0.80606,0.96418,0.75012,0.73126,0.78753,0.72197,0.74794,0.73683,0.78857,0.7191,0.46348,1.18606,0.6917,0.9659,0.00285,0.00285,0.00285
28,2406.76,0.46365,1.17968,0.77213,0.9576,0.755,0.75606,0.79671,0.73331,0.75294,0.76125,0.798,0.7281,0.45421,1.17166,0.66736,0.96046,0.002575,0.002575,0.002575
29,2469.65,0.45856,1.17356,0.7579,0.95226,0.76036,0.75259,0.79582,0.73483,0.76057,0.7528,0.7965,0.72996,0.44818,1.16443,0.66758,0.96137,0.0023,0.0023,0.0023
30,2532.93,0.45077,1.14283,0.75139,0.94959,0.7472,0.76333,0.79524,0.7359,0.74806,0.76545,0.79652,0.73104,0.44528,1.15451,0.66571,0.95887,0.002025,0.002025,0.002025
31,2597,0.4449,1.1388,0.73562,0.94645,0.77596,0.74583,0.80591,0.74779,0.77788,0.74664,0.80665,0.73956,0.43695,1.13891,0.64346,0.95039,0.00175,0.00175,0.00175
32,2659.8,0.43969,1.12317,0.72218,0.94009,0.77245,0.755,0.81008,0.74916,0.77147,0.75641,0.81026,0.74026,0.43737,1.13017,0.63987,0.95076,0.001475,0.001475,0.001475
33,2722.14,0.43493,1.11056,0.71782,0.93842,0.76154,0.77005,0.81319,0.75378,0.76111,0.77391,0.81419,0.74869,0.43221,1.11974,0.62946,0.94841,0.0012,0.0012,0.0012
34,2784.12,0.42839,1.10163,0.70294,0.93402,0.76033,0.7804,0.81809,0.75971,0.7599,0.78227,0.81899,0.75167,0.42839,1.11651,0.62185,0.94564,0.000925,0.000925,0.000925
35,2846.35,0.42469,1.09777,0.69361,0.93195,0.77971,0.76001,0.81645,0.7584,0.76317,0.77407,0.81713,0.75247,0.42566,1.10854,0.61383,0.94263,0.00065,0.00065,0.00065
36,2908.21,0.42088,1.0865,0.68787,0.92828,0.77709,0.76977,0.81995,0.76257,0.77581,0.76955,0.8197,0.75358,0.42184,1.10069,0.60949,0.94037,0.000375,0.000375,0.000375
